scientific_name|lat|lng|occurrence_date
Acacia hemiteles|-30.35597044|119.58408559|1995-07-01
Acacia hemiteles|-30.35158567|119.53861166|1995-09-01
Acacia hemiteles|-32.57074241|119.75467274|1996-09-01
Acacia hemiteles|-30.20571839|119.8519394|1995-07-01
Acacia hemiteles|-30.20051833|119.86363927|1995-07-01
Acacia hemiteles|-30.20001833|119.86693924|1995-07-01
Acacia hemiteles|-30.59922016|120.09444429|1995-09-01
Acacia hemiteles|-30.59922017|120.09394429|1995-09-01
Acacia hemiteles|-30.59632017|120.09014426|1995-09-01
Acacia hemiteles|-30.52241992|120.0507433|1995-09-01
Acacia hemiteles|-30.5223199|120.0521433|1995-09-01
Acacia hemiteles|-31.61415178|119.55584085|1994-10-01
Acacia hemiteles|-31.60503506|119.5603307|1994-10-01
Acacia hemiteles|-31.64031821|119.55858121|1994-09-01
Acacia hemiteles|-31.74353697|119.55993253|1994-10-01
Acacia hemiteles|-31.93323835|119.60251428|1994-10-01
Acacia hemiteles|-31.92690486|119.61254415|1994-10-01
Acacia hemiteles|-31.60710143|119.64716036|1994-10-01
Acacia hemiteles|-31.18666667|118.09972222|--01
