scientific_name|lat|lng|occurrence_date
Abalistes stellatus|-18.535238265991|146.56243896484|2003-10-01
Abalistes stellatus|-15.327757835388|145.75721740723|2003-10-01
Abalistes stellatus|-15.700959205627|145.78146362305|2003-10-01
Abalistes stellatus|-18.953329086304|146.89758300781|2003--01
Abalistes stellatus|-18.959529876709|146.89715576172|2003-09-01
Abalistes stellatus|-14.841839790344|145.53060913086|2003-10-01
Abalistes stellatus|-14.487103462219|145.14091491699|2005-02-01
Abalistes stellatus|-14.483444213867|145.13513183594|2005-02-01
Abalistes stellatus|-18.019470214844|146.78033447266|2003-09-01
Abalistes stellatus|-18.016347885132|146.78305053711|2003-09-01
Abalistes stellatus|-18.013479232788|146.78596496582|2003-09-01
Abalistes stellatus|-18.9273853302|147.85081481934|2003-09-01
Abalistes stellatus|-18.075349807739|146.94874572754|2003-09-01
Abalistes stellatus|-17.246892929077|146.62097167969|2003-09-01
Abalistes stellatus|-19.361740112305|149.18153381348|2004-09-01
Abalistes stellatus|-19.364233016968|149.18263244629|2004-09-01
Abalistes stellatus|-19.366798400879|149.18368530273|2004-09-01
Abalistes stellatus|-21.394872665405|152.63287353516|2005-11-01
Abalistes stellatus|-18.887212753296|148.40103149414|2003-11-01
Abalistes stellatus|-20.54114151001|150.33372497559|2003-12-01
Abalistes stellatus|-20.537149429321|150.33546447754|2003-12-01
Abalistes stellatus|-20.533985137939|150.33683776856|2003-12-01
Abalistes stellatus|-19.95520401001|149.80958557129|2004-09-01
Abalistes stellatus|-22.114002227783|150.92790222168|2004-05-01
Abalistes stellatus|-22.113990783691|150.923828125|2004-05-01
Abalistes stellatus|-22.19248008728|150.92520141602|2004-05-01
Abalistes stellatus|-22.19743347168|150.93026733398|2004-05-01
Abalistes stellatus|-13.623269081116|143.89584350586|2005-02-01
Abalistes stellatus|-21.088682174683|150.93678283691|2005-10-01
Abalistes stellatus|-21.085788726807|150.93507385254|2005-10-01
Abalistes stellatus|-21.082849502564|150.93336486816|2005-10-01
Abalistes stellatus|-21.256210327148|152.38455200195|2005-11-01
Abalistes stellatus|-21.398567199707|152.43626403809|2005-11-01
Abalistes stellatus|-21.348867416382|152.32633972168|2005-11-01
Abalistes stellatus|-21.347534179688|152.33438110352|2005-11-01
Abalistes stellatus|-19.09564781189|148.15272521973|2003-11-01
Abalistes stellatus|-19.624378204346|148.13786315918|2005-11-01
Abalistes stellatus|-21.189039230347|152.12948608398|2005-11-01
Abalistes stellatus|-22.143808364868|152.35083007812|2005-11-01
Abalistes stellatus|-22.145692825317|152.34683227539|2005-11-01
Abalistes stellatus|-22.147283554077|152.3430480957|2005-11-01
Abalistes stellatus|-19.426416397095|149.58180236816|2005-11-01
Abalistes stellatus|-19.426557540894|149.57769775391|2005-11-01
Abalistes stellatus|-21.373161315918|152.13108825684|2005-11-01
Abalistes stellatus|-22.487808227539|151.42677307129|2004-05-01
Abalistes stellatus|-22.490657806396|151.42758178711|2004-05-01
Abalistes stellatus|-22.493783950806|151.42846679688|2004-05-01
Abalistes stellatus|-21.923030853271|151.57009887695|2004-09-01
Abalistes stellatus|-21.923257827759|151.56709289551|2004-09-01
Abalistes stellatus|-21.923482894898|151.56399536133|2004-09-01
Abalistes stellatus|-22.185497283936|151.5343170166|2005-11-01
Abalistes stellatus|-21.901847839356|151.67216491699|2004-10-01
Abalistes stellatus|-21.853452682495|151.55726623535|2004-09-01
Abalistes stellatus|-21.855577468872|151.55505371094|2004-09-01
Abalistes stellatus|-21.857528686523|151.55313110352|2004-09-01
Abalistes stellatus|-23.023323059082|151.91116333008|2005-11-01
Abalistes stellatus|-23.019075393677|151.91754150391|2005-11-01
Abalistes stellatus|-21.09688949585|150.26092529297|2004-09-01
Abalistes stellatus|-21.094205856323|150.26135253906|2004-09-01
Abalistes stellatus|-21.091569900513|150.26176452637|2004-09-01
