scientific_name|lat|lng|occurrence_date
Acacia floribunda|-36.417702|150.060305|2012-03-01
Acacia floribunda|-36.790141163169|149.54996354344|1999-09-01
Acacia floribunda|-36.793125595652|149.56205236296|1999-09-01
Acacia floribunda|-36.796035677085|149.57335519867|1999-09-01
Acacia floribunda|-33.578571015188|151.2921563167|2001-01-01
Acacia floribunda|-33.627419956469|151.283614498|2002-11-01
Acacia floribunda|-32.766011784031|151.6461306466|2002-11-01
Acacia floribunda|-32.707263699171|151.38529615566|2002-06-01
Acacia floribunda|-31.165737345511|152.79538512907|2000-02-01
Acacia floribunda|-31.228936475094|152.82149915664|2000-09-01
Acacia floribunda|-33.716263193017|150.37661695775|2002-05-01
Acacia floribunda|-33.745740505579|150.63042370393|2002-03-01
Acacia floribunda|-33.593054434853|150.66154411528|2002-03-01
Acacia floribunda|-33.879212277376|151.0429372219|2002-03-01
Acacia floribunda|-33.970610506728|151.06357240543|2002-02-01
Acacia floribunda|-33.696004013614|151.14958830381|2002-02-01
Acacia floribunda|-33.651942172546|151.28316010162|2002-05-01
Acacia floribunda|-33.482310871198|151.34247684722|2002-02-01
Acacia floribunda|-33.362584186017|151.35872236961|2002-06-01
Acacia floribunda|-33.360922562439|151.369500587|2002-06-01
Acacia floribunda|-33.383491148418|151.37122932112|2002-05-01
Acacia floribunda|-33.438686298705|151.38525780127|2002-02-01
Acacia floribunda|-33.363282932288|151.41244600673|2002-07-01
Acacia floribunda|-33.510275151107|151.41191941404|2002-02-01
Acacia floribunda|-33.505801550337|151.41469239908|2002-03-01
Acacia floribunda|-33.445072372293|151.42601788245|2002-04-01
Acacia floribunda|-34.113629611647|150.78280443928|2002-07-01
Acacia floribunda|-33.702822511363|150.95308714059|1999-07-01
Acacia floribunda|-31.463579875595|152.86526528131|2002-06-01
Acacia floribunda|-32.174609910727|152.32857563071|2002-12-01
Acacia floribunda|-33.791265461559|150.2291451407|2002-04-01
Acacia floribunda|-32.536252273656|151.41332222925|2002-10-01
Acacia floribunda|-28.928451870892|152.33824737058|2002-05-01
Acacia floribunda|-33.526635299669|151.09607542954|2002-03-01
Acacia floribunda|-33.542381025935|151.17517252174|2002-05-01
Acacia floribunda|-33.541543663744|151.17709622501|2002-05-01
Acacia floribunda|-32.860145921746|151.61454438004|2002-11-01
Acacia floribunda|-31.445745606707|152.83704400627|2002-08-01
Acacia floribunda|-31.437899290311|152.8547998092|2002-08-01
Acacia floribunda|-33.653819801469|150.77849986891|2002-09-01
Acacia floribunda|-34.184634961082|150.84007551378|2003-07-01
Acacia floribunda|-34.086036347156|151.15198102646|2003-03-01
Acacia floribunda|-33.507256677713|150.68769637835|2000-07-01
Acacia floribunda|-30.672713578539|152.87237832136|2001-11-01
Acacia floribunda|-30.697258274714|152.80097479236|2001-11-01
Acacia floribunda|-30.655149833237|152.91128111851|2001-11-01
Acacia floribunda|-30.703000837346|152.96553920796|2001-11-01
Acacia floribunda|-30.835326118749|152.68289338472|2002-02-01
Acacia floribunda|-30.821613261267|152.88446702277|2002-06-01
Acacia floribunda|-30.772376326911|152.83070770646|2002-06-01
Acacia floribunda|-30.760286457669|152.93051520402|2002-06-01
