scientific_name|lat|lng|occurrence_date
Acacia gillii|-34.41403|135.50847|1990-05-01
Acacia gillii|-34.45877|135.47523|1982--01
Acacia gillii|-34.36017|135.54883|1991-04-01
Acacia gillii|-34.27734|135.60185|1987-10-01
Acacia gillii|-34.44541|135.4705|1989-10-01
Acacia gillii|-34.40726|135.47837|1982-03-01
Acacia gillii|-34.57131|135.75816|1988-04-01
Acacia gillii|-34.58687|135.74819|1988-04-01
Acacia gillii|-34.58687|135.74819|1981-04-01
Acacia gillii|-34.25695|135.5042|1991-09-01
Acacia gillii|-34.44992|135.80866|1985-05-01
Acacia gillii|-34.36616|135.89139|1988-09-01
Acacia gillii|-34.33389|135.9487|1991-10-01
Acacia gillii|-34.3972|135.79078|1991-04-01
Acacia gillii|-34.394|135.88364|1988-09-01
Acacia gillii|-34.34081|135.9598|1985-09-01
Acacia gillii|-34.54626|135.71467|1992-06-01
Acacia gillii|-34.75336|135.82129|1992-06-01
Acacia gillii|-34.55728|135.60744|1987-05-01
Acacia gillii|-34.48215|135.81795|1986-05-01
Acacia gillii|-34.32514|135.97401|1985-09-01
Acacia gillii|-34.3972|135.79078|1984-07-01
Acacia gillii|-34.38541|135.48939|1995-10-01
Acacia gillii|-34.48295|135.43263|1995-10-01
Acacia gillii|-34.37118|135.58716|1995-10-01
Acacia gillii|-34.41151|135.65202|1995-10-01
Acacia gillii|-34.37638|135.57131|1995-10-01
Acacia gillii|-34.39934|135.57626|1995-10-01
Acacia gillii|-34.38136|135.52158|1995-10-01
Acacia gillii|-34.27995|135.85989|1995-10-01
Acacia gillii|-34.32669|135.96942|1995-10-01
Acacia gillii|-34.30554|135.99093|1995-10-01
Acacia gillii|-34.59525|135.75327|1995-10-01
Acacia gillii|-34.56772|135.77035|1995-10-01
Acacia gillii|-34.58807|135.74941|1995-10-01
Acacia gillii|-34.59015|135.75121|1995-10-01
Acacia gillii|-34.58861|135.74517|1995-10-01
Acacia gillii|-34.32045|135.96489|2004-09-01
Acacia gillii|-34.46779|135.49327|2004-09-01
Acacia gillii|-34.42579|135.50347|2004-09-01
Acacia gillii|-34.55943|135.6004|2004-09-01
Acacia gillii|-34.54886|135.71824|2007-09-01
Acacia gillii|-34.54328|135.71781|2007-09-01
Acacia gillii|-34.51263|135.79441|2007-09-01
Acacia gillii|-34.32045|135.96489|2007-09-01
Acacia gillii|-34.55266|135.59902|2007-09-01
Acacia gillii|-34.54675|135.71277|2007-09-01
