scientific_name|lat|lng|occurrence_date
Acacia confluens|-30.09169|139.4779|1988-08-01
Acacia confluens|-30.19675|139.39786|1988-08-01
Acacia confluens|-30.22695|139.35893|1988-08-01
Acacia confluens|-30.07154|139.3781|1988-08-01
Acacia confluens|-30.11359|139.49935|1988-08-01
Acacia confluens|-30.19149|139.48623|1988-08-01
Acacia confluens|-30.19376|139.41193|1988-08-01
Acacia confluens|-30.18594|139.39959|1988-08-01
Acacia confluens|-30.2059|139.37122|1988-08-01
Acacia confluens|-30.23799|139.34004|1988-08-01
Acacia confluens|-30.73249|139.02511|1988-03-01
Acacia confluens|-30.70993|139.08508|1988-03-01
Acacia confluens|-30.69387|139.09688|1988-03-01
Acacia confluens|-30.1456|139.3473|1988-08-01
Acacia confluens|-30.23029|139.26848|1988-08-01
Acacia confluens|-30.14094|139.33596|1988-08-01
Acacia confluens|-30.14408|139.33435|1988-08-01
Acacia confluens|-30.27812|139.34659|2009-09-01
Acacia confluens|-30.24229|139.33932|2009-09-01
Acacia confluens|-30.23211|139.34172|2009-09-01
Acacia confluens|-30.22668|139.35537|2009-09-01
Acacia confluens|-30.22138|139.35954|2009-09-01
Acacia confluens|-30.20619|139.36478|2009-09-01
Acacia confluens|-30.03533|139.51615|1988-08-01
Acacia confluens|-30.0697|139.3745|1988-08-01
