scientific_name|lat|lng|occurrence_date
Acacia colletioides|-30.33816695|119.69505094|1995-07-01
Acacia colletioides|-30.35363708|119.58455556|1995-07-01
Acacia colletioides|-30.34583414|119.6585009|1995-09-01
Acacia colletioides|-30.37775158|119.61911212|1995-09-01
Acacia colletioides|-30.40322383|119.63627199|1995-09-01
Acacia colletioides|-30.20571839|119.8519394|1995-07-01
Acacia colletioides|-29.60481389|117.16985|2005-09-01
Acacia colletioides|-29.59571667|117.16519722|2005-09-01
Acacia colletioides|-29.74402671|119.87516611|2007-09-01
Acacia colletioides|-29.66213635|119.82865325|2007-09-01
Acacia colletioides|-31.60503506|119.5603307|1994-10-01
Acacia colletioides|-31.55381726|119.69342939|1994-10-01
Acacia colletioides|-29.07325628|116.83932394|2005-09-01
Acacia colletioides|-33.8473|140.53652|1993-04-01
Acacia colletioides|-33.22036|136.91361|1999-09-01
Acacia colletioides|-31.79264|133.23058|1984-03-01
Acacia colletioides|-32.84274|136.33305|1978-02-01
Acacia colletioides|-32.01533|134.05817|1983-08-01
Acacia colletioides|-34.07587|139.3959|1986-04-01
Acacia colletioides|-34.62234|140.60676|1997-06-01
Acacia colletioides|-34.15039|140.44713|1984-01-01
Acacia colletioides|-34.15039|140.44713|1989-02-01
Acacia colletioides|-34.0871|140.28332|1984-04-01
Acacia colletioides|-34.59201|140.15466|1988-09-01
Acacia colletioides|-34.18076|139.82348|1991-05-01
Acacia colletioides|-34.24278|140.17173|1981-01-01
Acacia colletioides|-34.25227|139.82953|1990-03-01
Acacia colletioides|-34.23669|140.1815|1981-01-01
Acacia colletioides|-34.41415|139.98048|1985-12-01
Acacia colletioides|-34.09699|140.18302|1986-07-01
Acacia colletioides|-34.17721|140.63857|1980--01
Acacia colletioides|-33.33533|140.72089|1993-08-01
Acacia colletioides|-33.33533|140.72089|1986-06-01
Acacia colletioides|-33.33533|140.72089|1981--01
Acacia colletioides|-33.17713|139.13341|1983-11-01
Acacia colletioides|-33.71307|140.84808|1981--01
Acacia colletioides|-32.41904|134.69734|1986-05-01
Acacia colletioides|-32.28279|134.67613|1983--01
Acacia colletioides|-32.60047|135.00446|1983-12-01
Acacia colletioides|-34.35668|139.88161|1983-07-01
Acacia colletioides|-31.7099|133.55661|1984-06-01
Acacia colletioides|-32.632856495054|145.57150850619|1979-01-01
Acacia colletioides|-33.572101249042|145.78608599896|2001-10-01
Acacia colletioides|-34.489660193526|143.16939468124|1993-11-01
Acacia colletioides|-33.418464138946|141.13122127071|1993-11-01
Acacia colletioides|-33.416667930543|141.12368963957|1993-11-01
Acacia colletioides|-33.348946759782|141.18270379893|1993-11-01
Acacia colletioides|-33.398892795709|141.12979390204|1993-11-01
Acacia colletioides|-33.857718579406|142.24458630716|1993-11-01
Acacia colletioides|-34.52117964154|143.1510405757|1993-11-01
Acacia colletioides|-33.118843767547|141.23796548132|1993-11-01
Acacia colletioides|-34.497747491928|143.17091100084|1993-11-01
Acacia colletioides|-33.086933574071|145.87492240173|2000-05-01
Acacia colletioides|-33.34896210641|141.17195656008|1984-08-01
Acacia colletioides|-33.01972|146.03167|1994-01-01
Acacia colletioides|-32.58972|145.43964|1994-01-01
Acacia colletioides|-33.733333333333|143|1984-01-01
Acacia colletioides|-33.948888888889|143.27|2000-11-01
Acacia colletioides|-34.004722222222|143.26333333333|2000-11-01
Acacia colletioides|-33.21367798045|141.16096079296|1995-01-01
Acacia colletioides|-33.416521263133|142.10646645016|2006-03-01
Acacia colletioides|-33.414908304149|142.11837284771|2006-03-01
Acacia colletioides|-33.419149480159|142.11712585318|2006-03-01
Acacia colletioides|-33.674225384659|145.54373774208|1994-09-01
Acacia colletioides|-33.674225384659|145.54373774208|1995-10-01
Acacia colletioides|-33.197991552034|145.70185864449|1995-11-01
