scientific_name|lat|lng|occurrence_date
Acacia georginae|-26.0435|137.50477|1996-06-01
Acacia georginae|-26.03041|137.6712|1998-06-01
Acacia georginae|-26.1491|138.07288|1998-06-01
Acacia georginae|-26.22044|138.09826|1998-04-01
Acacia georginae|-26.04308|137.50856|1998-09-01
Acacia georginae|-26.04753|137.45451|1996-06-01
Acacia georginae|-26.1491|138.07288|1998-06-01
Acacia georginae|-26.03041|137.6712|1998-06-01
Acacia georginae|-18.75189|134.00816|--01
Acacia georginae|-19.76522|137.20119|1960-06-01
Acacia georginae|-19.96521|137.2012|1974-05-01
Acacia georginae|-19.9711|137.7861|2001-07-01
Acacia georginae|-20.88187|137.05121|1992-09-01
Acacia georginae|-20.99855|137.08453|1955-10-01
Acacia georginae|-21.01521|137.08453|1955-05-01
Acacia georginae|-21.14856|135.43455|1950-06-01
Acacia georginae|-21.16523|135.25123|1954-07-01
Acacia georginae|-21.19972|137.1665|1996-05-01
Acacia georginae|-21.20402|137.166|1996-05-01
Acacia georginae|-21.21522|136.53454|1956-10-01
Acacia georginae|-21.2291|136.01458|2001-05-01
Acacia georginae|-21.33187|137.58454|1955-10-01
Acacia georginae|-21.38187|137.56787|1955-10-01
Acacia georginae|-21.41523|135.4179|1955-05-01
Acacia georginae|-21.43187|137.26787|1955-10-01
Acacia georginae|-21.44855|137.05121|1955-10-01
Acacia georginae|-21.45368|137.87327|2001-08-01
Acacia georginae|-21.45626|137.85443|2001-08-01
Acacia georginae|-21.46382|137.63546|2001-08-01
Acacia georginae|-21.49854|137.51788|1955-10-01
Acacia georginae|-21.51711|136.94365|2001-08-01
Acacia georginae|-21.53183|135.24833|--01
Acacia georginae|-21.54854|137.8012|1984-08-01
Acacia georginae|-21.56342|137.6422|--01
Acacia georginae|-21.58102|137.93339|1996-05-01
Acacia georginae|-21.59502|137.935|1996-05-01
Acacia georginae|-21.60382|137.9309|1996-05-01
Acacia georginae|-21.61452|137.9235|1996-05-01
Acacia georginae|-21.61527|133.73457|1950-06-01
Acacia georginae|-21.61902|137.924|1996-05-01
Acacia georginae|-21.62432|137.9215|1996-05-01
Acacia georginae|-21.62772|137.9197|1996-05-01
Acacia georginae|-21.6319|133.75124|1961-10-01
Acacia georginae|-21.64692|136.79851|--01
Acacia georginae|-21.64855|136.65122|1955-10-01
Acacia georginae|-21.64855|136.83455|1954-09-01
Acacia georginae|-21.66521|137.5012|1955-10-01
Acacia georginae|-21.66524|133.71791|1955-06-01
Acacia georginae|-21.66524|133.71791|1956-08-01
Acacia georginae|-21.67872|137.9775|--01
Acacia georginae|-21.69855|136.66788|1953-11-01
Acacia georginae|-21.69855|136.66788|1954-09-01
Acacia georginae|-21.70172|136.74121|--01
Acacia georginae|-21.7319|134.16791|1961-10-01
Acacia georginae|-21.74857|134.20124|1961-10-01
Acacia georginae|-21.78188|136.66789|1955-10-01
Acacia georginae|-21.83188|136.08455|1955-10-01
Acacia georginae|-21.88188|136.08455|1955-08-01
Acacia georginae|-21.88188|136.08455|1955-10-01
Acacia georginae|-21.96524|134.00124|1961-10-01
Acacia georginae|-22.11521|137.76787|1954-09-01
Acacia georginae|-22.11521|137.76787|1961-10-01
Acacia georginae|-22.11521|137.98453|1954-09-01
Acacia georginae|-22.12749|134.53861|2001-04-01
Acacia georginae|-22.14854|137.81787|1961-05-01
Acacia georginae|-22.15394|134.58514|--01
Acacia georginae|-22.16523|134.11791|1961-10-01
Acacia georginae|-22.18186|137.80121|1961-10-01
Acacia georginae|-22.19856|134.16791|1957-04-01
Acacia georginae|-22.21522|135.75123|1957-07-01
Acacia georginae|-22.21524|134.11792|1961-10-01
Acacia georginae|-22.23187|137.41788|1961-10-01
Acacia georginae|-22.23187|137.81788|1965-10-01
Acacia georginae|-22.23189|134.38457|1961-10-01
Acacia georginae|-22.2319|134.55124|1955-10-01
Acacia georginae|-22.24856|134.55124|1955-10-01
Acacia georginae|-22.24856|134.56791|1982-12-01
Acacia georginae|-22.25632|137.7762|--01
Acacia georginae|-22.26521|137.41788|1961-10-01
Acacia georginae|-22.26521|137.43455|1961-10-01
Acacia georginae|-22.26521|137.80121|1961-10-01
Acacia georginae|-22.28186|137.95121|1954-09-01
Acacia georginae|-22.28187|137.41789|1961-10-01
Acacia georginae|-22.28634|136.46307|2001-08-01
Acacia georginae|-22.29096|137.91919|2001-08-01
Acacia georginae|-22.29857|134.58457|1982-03-01
Acacia georginae|-22.30703|137.87375|2001-08-01
Acacia georginae|-22.35893|137.5793|--01
Acacia georginae|-22.36521|137.9512|1961-10-01
Acacia georginae|-22.36521|137.96788|1961-10-01
Acacia georginae|-22.36528|137.59389|2001-08-01
Acacia georginae|-22.38187|137.91788|1961-10-01
Acacia georginae|-22.38187|137.95121|1961-10-01
Acacia georginae|-22.39853|137.78454|1955-10-01
Acacia georginae|-22.39854|137.41788|1961-10-01
Acacia georginae|-22.39854|137.95121|1961-10-01
Acacia georginae|-22.41521|137.96788|1961-10-01
Acacia georginae|-22.42393|137.464|--01
Acacia georginae|-22.43189|134.40125|1984-06-01
Acacia georginae|-22.49596|137.25403|2001-08-01
Acacia georginae|-22.49856|134.56792|1956-12-01
Acacia georginae|-22.49856|134.83458|1961-10-01
Acacia georginae|-22.52223|137.22271|--01
Acacia georginae|-22.54856|134.26791|1984-06-01
Acacia georginae|-22.55842|137.688|--01
Acacia georginae|-22.56521|137.16789|1961-10-01
Acacia georginae|-22.56522|135.8179|1987-08-01
Acacia georginae|-22.56523|134.81791|1961-10-01
Acacia georginae|-22.56665|136.81872|2001-07-01
Acacia georginae|-22.57889|135.58161|2001-04-01
Acacia georginae|-22.59563|136.76202|--01
Acacia georginae|-22.59854|137.00122|1955-05-01
Acacia georginae|-22.59856|135.10124|1975-02-01
Acacia georginae|-22.61521|136.80122|1953-10-01
Acacia georginae|-22.63188|136.46789|1963-10-01
Acacia georginae|-22.72841|136.73646|2001-08-01
Acacia georginae|-22.73187|136.76789|1961-10-01
Acacia georginae|-22.79855|135.68456|1958-07-01
Acacia georginae|-22.83187|137.75122|1954-09-01
Acacia georginae|-22.83408|137.9526|1995-10-01
Acacia georginae|-22.84404|134.53205|--01
Acacia georginae|-22.88189|134.41792|1953-03-01
Acacia georginae|-22.93189|135.53457|1996-01-01
Acacia georginae|-22.93283|137.69647|2001-08-01
Acacia georginae|-22.93863|135.55714|--01
Acacia georginae|-22.94855|136.13456|1961-10-01
Acacia georginae|-23.01523|134.41792|1955-05-01
Acacia georginae|-23.03189|134.50125|1955-05-01
Acacia georginae|-23.07179|137.90243|2001-08-01
Acacia georginae|-23.09855|136.2679|1961-10-01
Acacia georginae|-23.18187|137.70122|1954-10-01
Acacia georginae|-23.24857|134.50125|1956-02-01
Acacia georginae|-23.32639|137.85973|2001-10-01
