scientific_name|lat|lng|occurrence_date
Acacia grasbyi|-28.7308132|116.44502269|2006-10-01
Acacia grasbyi|-28.7302843|116.44836045|2006-10-01
Acacia grasbyi|-28.71933284|116.4391515|2006-10-01
Acacia grasbyi|-28.71289571|116.42545933|2006-10-01
Acacia grasbyi|-28.51166658|116.47002365|2006-10-01
Acacia grasbyi|-28.50644189|116.47048398|2006-10-01
Acacia grasbyi|-28.56620536|116.49157997|2006-10-01
Acacia grasbyi|-28.70017231|116.25803132|2006-09-01
Acacia grasbyi|-28.76079015|116.42364884|2006-09-01
Acacia grasbyi|-28.76825449|116.42212853|2006-09-01
Acacia grasbyi|-28.76956752|116.4180229|2006-09-01
Acacia grasbyi|-28.81597711|116.41893645|2006-09-01
Acacia grasbyi|-28.80798664|116.41526408|2006-09-01
Acacia grasbyi|-27.46980556|120.58808333|2008-09-01
Acacia grasbyi|-27.47027778|120.58722222|2008-09-01
Acacia grasbyi|-27.47136111|120.58097222|2008-09-01
Acacia grasbyi|-26.97174057|117.54992711|2005-08-01
Acacia grasbyi|-27.00479754|117.47226282|2005-08-01
Acacia grasbyi|-28.54272|116.82445|2007-09-01
Acacia grasbyi|-28.56496|116.8565|2007-09-01
Acacia grasbyi|-28.55075|116.84962|2007-09-01
Acacia grasbyi|-28.55968|116.86362|2007-09-01
Acacia grasbyi|-28.61646|116.88625|2007-09-01
Acacia grasbyi|-28.44523|116.74958|2007-09-01
Acacia grasbyi|-28.44447|116.7478|2007-09-01
Acacia grasbyi|-28.46601|116.77156|2007-09-01
Acacia grasbyi|-28.48972|116.80666|2007-09-01
Acacia grasbyi|-28.30849|116.83288|2007-08-01
Acacia grasbyi|-28.28177|116.83381|2007-08-01
Acacia grasbyi|-28.22775|116.80084|2007-08-01
Acacia grasbyi|-28.22903|116.80245|2007-08-01
Acacia grasbyi|-28.23211|116.80567|2007-08-01
Acacia grasbyi|-28.38342|116.55292|2007-09-01
Acacia grasbyi|-28.4192|116.47281|2007-09-01
Acacia grasbyi|-27.33269444|115.97166667|2008-08-01
Acacia grasbyi|-27.20802778|116.31025|2008-08-01
Acacia grasbyi|-27.20930556|116.31252778|2008-08-01
Acacia grasbyi|-28.90947213|117.01838888|2005-08-01
Acacia grasbyi|-28.71938565|116.90079313|2005-10-01
Acacia grasbyi|-29.06492458|117.29071742|2005-10-01
Acacia grasbyi|-29.05648216|117.32649298|2005-10-01
Acacia grasbyi|-28.21472222|117.39694444|1983-09-01
Acacia grasbyi|-23.28194|129.40129|1988-04-01
Acacia grasbyi|-23.28194|129.41797|1986-09-01
Acacia grasbyi|-24.0469|134.60931|1995-08-01
Acacia grasbyi|-24.33191|131.66796|1981-07-01
Acacia grasbyi|-25.46918|131.8215|2001-06-01
Acacia grasbyi|-25.47593|131.81678|2001-06-01
Acacia grasbyi|-24.3508|131.7525|2002-07-01
Acacia grasbyi|-26.53333333|116.38333333|--01
Acacia grasbyi|-27.42305556|117.89472222|--01
Acacia grasbyi|-28.728247|116.4328924|2006-10-01
Acacia grasbyi|-24.6095|133.5222|2001-03-01
Acacia grasbyi|-27.46463889|120.5825|2008-09-01
Acacia grasbyi|-26.9727536|117.55006591|2005-08-01
Acacia grasbyi|-29.08819945|117.28596664|2005-10-01
